favorites,id,positive,negative,sentiment
83000,9.12625E+17,0,1,negative
72000,9.12488E+17,1,0,positive
37000,9.12482E+17,0,0,neutral
40000,9.1248E+17,0,1,negative
54000,9.12478E+17,1,0,positive
103000,9.12444E+17,1,0,positive
99000,9.12444E+17,1,0,positive
60000,9.12443E+17,0,0,neutral
193000,9.12301E+17,0,0,neutral
78000,9.12282E+17,1,0,positive
192000,9.1228E+17,0,0,neutral
128000,9.12278E+17,1,0,positive
161000,9.12277E+17,1,0,positive
91000,9.12102E+17,1,0,positive
161000,9.12081E+17,1,0,positive
59000,9.1208E+17,0,0,neutral
185000,9.12037E+17,1,0,positive
150000,9.1202E+17,1,0,positive
126000,9.12019E+17,1,0,positive
145000,9.11911E+17,0,1,negative
166000,9.11904E+17,1,0,positive
124000,9.11789E+17,0,1,negative
144000,9.11718E+17,1,0,positive
97000,9.11717E+17,0,0,neutral
90000,9.11712E+17,1,0,positive
96000,9.11701E+17,1,0,positive
149000,9.11656E+17,1,0,positive
170000,9.11654E+17,1,0,positive
197000,9.11572E+17,1,0,positive
42000,9.1155E+17,1,0,positive
60000,9.11549E+17,0,1,negative
54000,9.11547E+17,1,0,positive
51000,9.11545E+17,1,0,positive
61000,9.11543E+17,0,1,negative
80000,9.11541E+17,0,1,negative
56000,9.11339E+17,0,0,neutral
73000,9.11288E+17,1,0,positive
37000,9.11265E+17,0,0,neutral
43000,9.11193E+17,1,0,positive
83000,9.1119E+17,0,1,negative
96000,9.11179E+17,0,1,negative
52000,9.11176E+17,0,0,neutral
120000,9.11175E+17,0,0,neutral
56000,9.11173E+17,0,0,neutral
69000,9.10994E+17,0,0,neutral
40000,9.10993E+17,1,0,positive
63000,9.10926E+17,1,0,positive
42000,9.10898E+17,1,0,positive
29000,9.10886E+17,1,0,positive
33000,9.10885E+17,0,0,neutral
54000,9.10703E+17,1,0,positive
53000,9.10672E+17,1,0,positive
50000,9.10665E+17,1,0,positive
70000,9.10642E+17,1,0,positive
41000,9.10635E+17,0,1,negative
48000,9.10632E+17,1,0,positive
40000,9.10581E+17,1,0,positive
32000,9.10551E+17,0,1,negative
40000,9.10525E+17,1,0,positive
44000,9.10481E+17,1,0,positive
55000,9.10478E+17,1,0,positive
46000,9.10476E+17,1,0,positive
36000,9.10459E+17,1,0,positive
54000,9.10455E+17,0,0,neutral
77000,9.10454E+17,0,0,neutral
53000,9.10447E+17,1,0,positive
107000,9.10333E+17,0,1,negative
65000,9.10331E+17,1,0,positive
81000,9.10329E+17,0,1,negative
28000,9.10312E+17,1,0,positive
55000,9.10263E+17,1,0,positive
178000,9.10233E+17,0,0,neutral
63000,9.10219E+17,0,0,neutral
77000,9.10192E+17,1,0,positive
75000,9.10102E+17,1,0,positive
35000,9.10002E+17,0,0,neutral
56000,9.09995E+17,1,0,positive
36000,9.09976E+17,1,0,positive
48000,9.09923E+17,1,0,positive
69000,9.09824E+17,1,0,positive
35000,9.09818E+17,1,0,positive
47000,9.09768E+17,1,0,positive
58000,9.09768E+17,1,0,positive
63000,9.09402E+17,1,0,positive
64000,9.09394E+17,1,0,positive
34000,9.09386E+17,0,0,neutral
135000,9.09385E+17,0,1,negative
48000,9.09381E+17,1,0,positive
52000,9.09191E+17,1,0,positive
77000,9.09185E+17,1,0,positive
84000,9.08841E+17,1,0,positive
53000,9.08827E+17,0,0,neutral
61000,9.08796E+17,0,1,negative
48000,9.08768E+17,0,1,negative
109000,9.08735E+17,1,0,positive
39000,9.08724E+17,0,0,neutral
70000,9.08677E+17,0,0,neutral
102000,9.08652E+17,0,1,negative
93000,9.08647E+17,0,1,negative
97000,9.08645E+17,0,1,negative
90000,9.08644E+17,1,0,positive
100000,9.08642E+17,0,1,negative
49000,9.08641E+17,0,1,negative
54000,9.08494E+17,0,1,negative
50000,9.08438E+17,0,0,neutral
60000,9.08413E+17,1,0,positive
67000,9.08413E+17,0,1,negative
55000,9.0841E+17,0,1,negative
56000,9.08406E+17,1,0,positive
62000,9.08286E+17,1,0,positive
50000,9.08278E+17,1,0,positive
77000,9.08276E+17,1,0,positive
97000,9.08274E+17,1,0,positive
59000,9.08272E+17,0,1,negative
87000,9.08162E+17,1,0,positive
105000,9.0816E+17,0,0,neutral
71000,9.08154E+17,1,0,positive
87000,9.07946E+17,1,0,positive
81000,9.0793E+17,1,0,positive
75000,9.07929E+17,1,0,positive
49000,9.07699E+17,1,0,positive
103000,9.07676E+17,0,0,neutral
79000,9.07592E+17,1,0,positive
99000,9.07589E+17,1,0,positive
124000,9.07312E+17,0,0,neutral
76000,9.07303E+17,0,0,neutral
117000,9.06713E+17,1,0,positive
42000,9.0667E+17,0,1,negative
60000,9.06634E+17,0,1,negative
46000,9.06543E+17,0,0,neutral
118000,9.0632E+17,0,0,neutral
63000,9.06171E+17,0,0,neutral
73000,9.06139E+17,1,0,positive
58000,9.06137E+17,1,0,positive
65000,9.06135E+17,0,1,negative
94000,9.06134E+17,1,0,positive
59000,9.06134E+17,1,0,positive
74000,9.05967E+17,1,0,positive
63000,9.05958E+17,0,0,neutral
39000,9.05888E+17,1,0,positive
52000,9.05881E+17,0,0,neutral
29000,9.05857E+17,1,0,positive
73000,9.05788E+17,0,1,negative
43000,9.05775E+17,1,0,positive
76000,9.05771E+17,1,0,positive
56000,9.05603E+17,0,0,neutral
64000,9.05586E+17,1,0,positive
31000,9.05582E+17,0,0,neutral
40000,9.05572E+17,1,0,positive
67000,9.05512E+17,0,0,neutral
47000,9.05489E+17,0,0,neutral
55000,9.05384E+17,0,0,neutral
102000,9.05383E+17,1,0,positive
83000,9.05382E+17,0,0,neutral
85000,9.05229E+17,0,1,negative
95000,9.0517E+17,0,0,neutral
114000,9.05047E+17,1,0,positive
95000,9.05039E+17,1,0,positive
91000,9.04899E+17,0,0,neutral
112000,9.04746E+17,1,0,positive
157000,9.04377E+17,0,1,negative
119000,9.04375E+17,0,1,negative
86000,9.0431E+17,0,0,neutral
85000,9.04308E+17,1,0,positive
86000,9.04306E+17,0,1,negative
73000,9.04212E+17,1,0,positive
122000,9.04178E+17,0,0,neutral
84000,9.04177E+17,1,0,positive
64000,9.04175E+17,1,0,positive
130000,9.04161E+17,1,0,positive
102000,9.04025E+17,0,1,negative
73000,9.0398E+17,1,0,positive
58000,9.03778E+17,1,0,positive
92000,9.0377E+17,1,0,positive
88000,9.03766E+17,0,0,neutral
73000,9.03706E+17,0,0,neutral
91000,9.03603E+17,1,0,positive
64000,9.036E+17,1,0,positive
70000,9.03597E+17,1,0,positive
124000,9.03587E+17,1,0,positive
114000,9.03348E+17,1,0,positive
94000,9.0306E+17,1,0,positive
92000,9.02979E+17,0,1,negative
77000,9.02889E+17,0,1,negative
100000,9.02886E+17,0,1,negative
109000,9.02882E+17,1,0,positive
102000,9.02876E+17,0,0,neutral
74000,9.02508E+17,1,0,positive
132000,9.02504E+17,0,0,neutral
101000,9.01943E+17,1,0,positive
78000,9.01816E+17,1,0,positive
51000,9.01814E+17,0,0,neutral
75000,9.01804E+17,0,1,negative
94000,9.01803E+17,0,0,neutral
58000,9.01798E+17,1,0,positive
63000,9.01795E+17,1,0,positive
104000,9.01791E+17,0,0,neutral
57000,9.01783E+17,1,0,positive
73000,9.01777E+17,1,0,positive
52000,9.01773E+17,1,0,positive
86000,9.01579E+17,1,0,positive
68000,9.01531E+17,1,0,positive
72000,9.01412E+17,1,0,positive
52000,9.01407E+17,1,0,positive
44000,9.01404E+17,1,0,positive
48000,9.01305E+17,0,0,neutral
135000,9.01263E+17,1,0,positive
129000,9.0126E+17,1,0,positive
96000,9.01206E+17,1,0,positive
61000,9.0119E+17,0,0,neutral
57000,9.01188E+17,1,0,positive
49000,9.01162E+17,0,0,neutral
36000,9.01113E+17,0,0,neutral
55000,9.01109E+17,0,0,neutral
57000,9.01058E+17,0,1,negative
65000,9.01045E+17,1,0,positive
67000,9.01032E+17,0,1,negative
80000,9.01032E+17,1,0,positive
63000,9.0103E+17,0,1,negative
57000,9.00876E+17,1,0,positive
51000,9.00803E+17,0,0,neutral
53000,9.00768E+17,1,0,positive
98000,9.00715E+17,0,0,neutral
70000,9.00708E+17,1,0,positive
50000,9.00708E+17,1,0,positive
64000,9.00706E+17,0,1,negative
57000,9.00695E+17,0,1,negative
59000,9.00694E+17,1,0,positive
55000,9.00521E+17,0,0,neutral
45000,9.00488E+17,1,0,positive
67000,9.00435E+17,1,0,positive
74000,9.00355E+17,0,0,neutral
83000,9.00352E+17,1,0,positive
88000,9.00347E+17,1,0,positive
63000,9.00252E+17,1,0,positive
47000,9.00236E+17,0,0,neutral
90000,9.00229E+17,0,1,negative
53000,9.00226E+17,1,0,positive
84000,9.00151E+17,1,0,positive
65000,9.00133E+17,0,0,neutral
39000,9.00086E+17,0,0,neutral
66000,9.00074E+17,0,0,neutral
84000,8.99946E+17,1,0,positive
50000,8.99841E+17,0,0,neutral
70000,8.99834E+17,0,1,negative
39000,8.99798E+17,1,0,positive
79000,8.99625E+17,0,1,negative
70000,8.99624E+17,1,0,positive
80000,8.99466E+17,0,0,neutral
119000,8.99411E+17,0,1,negative
146000,8.99009E+17,0,1,negative
132000,8.99008E+17,1,0,positive
76000,8.9899E+17,1,0,positive
113000,8.98989E+17,1,0,positive
97000,8.98965E+17,0,1,negative
79000,8.98874E+17,1,0,positive
110000,8.98871E+17,1,0,positive
87000,8.98771E+17,1,0,positive
58000,8.98719E+17,0,0,neutral
64000,8.98685E+17,1,0,positive
53000,8.98567E+17,0,0,neutral
81000,8.98547E+17,0,1,negative
132000,8.98531E+17,0,1,negative
90000,8.98529E+17,0,1,negative
103000,8.98523E+17,0,1,negative
99000,8.98254E+17,0,1,negative
205000,8.98243E+17,1,0,positive
103000,8.98173E+17,1,0,positive
125000,8.98172E+17,0,0,neutral
123000,8.98169E+17,1,0,positive
61000,8.98167E+17,1,0,positive
81000,8.98136E+17,1,0,positive
118000,8.9813E+17,0,1,negative
65000,8.98128E+17,0,1,negative
74000,8.98127E+17,0,1,negative
59000,8.98015E+17,1,0,positive
46000,8.97974E+17,0,1,negative
53000,8.97935E+17,1,0,positive
41000,8.97908E+17,1,0,positive
80000,8.97869E+17,0,0,neutral
89000,8.97835E+17,1,0,positive
53000,8.97833E+17,1,0,positive
158000,8.978E+17,1,0,positive
109000,8.97785E+17,1,0,positive
35000,8.97783E+17,0,0,neutral
48000,8.97764E+17,1,0,positive
64000,8.97763E+17,1,0,positive
102000,8.97478E+17,1,0,positive
56000,8.9743E+17,1,0,positive
16000,8.97411E+17,0,1,negative
44000,8.97405E+17,1,0,positive
112000,8.97293E+17,1,0,positive
117000,8.97224E+17,0,1,negative
58000,8.97222E+17,1,0,positive
65000,8.97221E+17,1,0,positive
60000,8.97219E+17,1,0,positive
87000,8.97079E+17,1,0,positive
89000,8.97049E+17,0,1,negative
55000,8.97045E+17,1,0,positive
64000,8.97042E+17,1,0,positive
103000,8.96513E+17,1,0,positive
117000,8.96504E+17,1,0,positive
63000,8.96489E+17,1,0,positive
105000,8.96481E+17,0,0,neutral
64000,8.96467E+17,1,0,positive
30000,8.96453E+17,1,0,positive
56000,8.96431E+17,0,1,negative
180000,8.96421E+17,0,1,negative
45000,8.96191E+17,1,0,positive
65000,8.96125E+17,0,0,neutral
48000,8.9611E+17,1,0,positive
48000,8.96076E+17,1,0,positive
161000,8.9597E+17,0,1,negative
73000,8.95795E+17,0,0,neutral
81000,8.95741E+17,1,0,positive
113000,8.95686E+17,1,0,positive
97000,8.95599E+17,0,0,neutral
80000,8.95398E+17,0,0,neutral
112000,8.95348E+17,0,1,negative
121000,8.95254E+17,1,0,positive
98000,8.95252E+17,1,0,positive
62000,8.95091E+17,1,0,positive
102000,8.94984E+17,0,1,negative
78000,8.94982E+17,0,1,negative
101000,8.9488E+17,1,0,positive
67000,8.94879E+17,1,0,positive
106000,8.94662E+17,1,0,positive
75000,8.94659E+17,1,0,positive
78000,8.94653E+17,0,1,negative
70000,8.9462E+17,1,0,positive
68000,8.94529E+17,1,0,positive
71000,8.94527E+17,0,0,neutral
73000,8.94525E+17,1,0,positive
61000,8.94522E+17,1,0,positive
68000,8.94518E+17,0,1,negative
64000,8.94516E+17,0,1,negative
55000,8.94515E+17,0,1,negative
83000,8.94513E+17,0,1,negative
60000,8.94508E+17,1,0,positive
93000,8.94368E+17,1,0,positive
87000,8.94367E+17,0,1,negative
105000,8.94185E+17,1,0,positive
77000,8.93973E+17,1,0,positive
96000,8.93969E+17,1,0,positive
101000,8.93966E+17,0,0,neutral
81000,8.93964E+17,0,1,negative
58000,8.93958E+17,0,0,neutral
85000,8.93864E+17,1,0,positive
46000,8.93587E+17,1,0,positive
59000,8.93499E+17,1,0,positive
83000,8.93453E+17,1,0,positive
78000,8.9342E+17,1,0,positive
70000,8.93418E+17,1,0,positive
56000,8.93417E+17,1,0,positive
109000,8.93412E+17,1,0,positive
63000,8.93326E+17,1,0,positive
59000,8.93243E+17,1,0,positive
45000,8.93187E+17,1,0,positive
65000,8.9317E+17,1,0,positive
41000,8.9314E+17,0,0,neutral
84000,8.93084E+17,0,1,negative
93000,8.93082E+17,1,0,positive
76000,8.93081E+17,1,0,positive
126000,8.9292E+17,1,0,positive
72000,8.92815E+17,0,0,neutral
51000,8.92783E+17,1,0,positive
76000,8.92749E+17,1,0,positive
48000,8.92741E+17,1,0,positive
128000,8.92383E+17,0,1,negative
73000,8.9237E+17,1,0,positive
99000,8.92367E+17,1,0,positive
112000,8.92148E+17,1,0,positive
116000,8.91999E+17,1,0,positive
121000,8.91996E+17,0,0,neutral
97000,8.91624E+17,1,0,positive
90000,8.91442E+17,1,0,positive
92000,8.9144E+17,0,1,negative
77000,8.91437E+17,1,0,positive
84000,8.91397E+17,0,1,negative
98000,8.91344E+17,0,0,neutral
98000,8.91334E+17,1,0,positive
73000,8.91332E+17,1,0,positive
69000,8.91264E+17,1,0,positive
64000,8.91262E+17,1,0,positive
67000,8.9126E+17,0,1,negative
66000,8.91259E+17,1,0,positive
63000,8.91257E+17,0,0,neutral
59000,8.91254E+17,1,0,positive
57000,8.91087E+17,1,0,positive
74000,8.91041E+17,1,0,positive
63000,8.91039E+17,1,0,positive
85000,8.91038E+17,1,0,positive
54000,8.90971E+17,0,1,negative
57000,8.90968E+17,0,0,neutral
51000,8.90935E+17,1,0,positive
58000,8.90931E+17,1,0,positive
85000,8.90821E+17,0,1,negative
67000,8.90765E+17,1,0,positive
59000,8.90706E+17,1,0,positive
62000,8.90687E+17,1,0,positive
40000,8.9065E+17,1,0,positive
86000,8.90642E+17,1,0,positive
50000,8.90569E+17,0,1,negative
53000,8.90566E+17,0,1,negative
86000,8.90533E+17,0,1,negative
50000,8.90524E+17,1,0,positive
84000,8.90361E+17,1,0,positive
46000,8.90314E+17,1,0,positive
121000,8.90261E+17,0,0,neutral
69000,8.90208E+17,0,0,neutral
59000,8.90207E+17,0,0,neutral
128000,8.90197E+17,1,0,positive
124000,8.90196E+17,1,0,positive
114000,8.90194E+17,0,1,negative
54000,8.90168E+17,0,1,negative
70000,8.90162E+17,1,0,positive
51000,8.90069E+17,1,0,positive
56000,8.9006E+17,1,0,positive
48000,8.89972E+17,0,0,neutral
62000,8.89929E+17,1,0,positive
25000,8.89925E+17,0,0,neutral
47000,8.89872E+17,0,0,neutral
55000,8.89868E+17,0,1,negative
63000,8.89825E+17,1,0,positive
53000,8.89822E+17,1,0,positive
64000,8.89822E+17,1,0,positive
83000,8.89801E+17,1,0,positive
77000,8.89798E+17,1,0,positive
64000,8.89797E+17,0,1,negative
59000,8.89794E+17,1,0,positive
66000,8.89793E+17,0,0,neutral
65000,8.8979E+17,0,1,negative
53000,8.89788E+17,0,0,neutral
57000,8.89676E+17,0,1,negative
50000,8.89674E+17,0,1,negative
54000,8.89672E+17,0,1,negative
66000,8.89655E+17,1,0,positive
39000,8.89599E+17,1,0,positive
42000,8.8958E+17,0,1,negative
76000,8.89475E+17,1,0,positive
74000,8.89473E+17,0,1,negative
81000,8.89468E+17,0,0,neutral
92000,8.89438E+17,0,0,neutral
107000,8.89435E+17,0,1,negative
77000,8.8928E+17,1,0,positive
82000,8.89274E+17,1,0,positive
65000,8.89273E+17,0,1,negative
122000,8.89217E+17,0,1,negative
80000,8.89216E+17,0,1,negative
102000,8.88924E+17,0,0,neutral
52000,8.88896E+17,0,0,neutral
67000,8.88842E+17,1,0,positive
43000,8.88771E+17,1,0,positive
77000,8.88736E+17,0,1,negative
79000,8.88735E+17,1,0,positive
53000,8.88733E+17,0,0,neutral
100000,8.8873E+17,0,0,neutral
80000,8.88727E+17,0,0,neutral
96000,8.88726E+17,1,0,positive
66000,8.88724E+17,1,0,positive
68000,8.88713E+17,0,0,neutral
63000,8.88711E+17,0,1,negative
67000,8.88708E+17,0,1,negative
110000,8.88576E+17,1,0,positive
65000,8.88531E+17,1,0,positive
38000,8.88479E+17,0,0,neutral
54000,8.8843E+17,1,0,positive
52000,8.8842E+17,0,0,neutral
39000,8.88393E+17,0,0,neutral
55000,8.8824E+17,1,0,positive
113000,8.88129E+17,1,0,positive
56000,8.88088E+17,1,0,positive
78000,8.87863E+17,0,0,neutral
69000,8.87655E+17,1,0,positive
86000,8.87651E+17,0,0,neutral
99000,8.87477E+17,1,0,positive
89000,8.87475E+17,0,1,negative
68000,8.87303E+17,0,1,negative
61000,8.873E+17,1,0,positive
77000,8.8728E+17,1,0,positive
72000,8.87279E+17,1,0,positive
104000,8.87134E+17,1,0,positive
94000,8.86951E+17,1,0,positive
82000,8.86743E+17,1,0,positive
44000,8.86743E+17,1,0,positive
48000,8.86692E+17,1,0,positive
64000,8.86636E+17,1,0,positive
66000,8.86589E+17,1,0,positive
88000,8.86545E+17,0,1,negative
84000,8.86542E+17,1,0,positive
103000,8.86539E+17,1,0,positive
131000,8.86535E+17,0,1,negative
42000,8.86421E+17,1,0,positive
61000,8.86322E+17,1,0,positive
60000,8.86319E+17,1,0,positive
56000,8.86283E+17,0,0,neutral
51000,8.86262E+17,0,0,neutral
80000,8.86262E+17,1,0,positive
79000,8.86259E+17,1,0,positive
47000,8.86058E+17,1,0,positive
104000,8.86036E+17,1,0,positive
73000,8.85992E+17,0,0,neutral
56000,8.85988E+17,1,0,positive
53000,8.85866E+17,1,0,positive
47000,8.85858E+17,1,0,positive
49000,8.85856E+17,1,0,positive
62000,8.85817E+17,1,0,positive
56000,8.85773E+17,1,0,positive
68000,8.85773E+17,0,0,neutral
46000,8.85772E+17,0,0,neutral
64000,8.8577E+17,0,1,negative
42000,8.8577E+17,1,0,positive
54000,8.8558E+17,1,0,positive
53000,8.85571E+17,1,0,positive
65000,8.85482E+17,1,0,positive
71000,8.8541E+17,0,0,neutral
64000,8.85279E+17,1,0,positive
74000,8.85276E+17,0,0,neutral
60000,8.85274E+17,1,0,positive
76000,8.85266E+17,0,0,neutral
64000,8.85233E+17,1,0,positive
91000,8.85131E+17,1,0,positive
95000,8.85128E+17,0,0,neutral
57000,8.8511E+17,0,0,neutral
116000,8.85093E+17,0,1,negative
107000,8.85085E+17,0,1,negative
110000,8.85081E+17,1,0,positive
88000,8.84931E+17,1,0,positive
117000,8.8475E+17,1,0,positive
111000,8.84746E+17,0,0,neutral
100000,8.84741E+17,0,1,negative
89000,8.84729E+17,1,0,positive
98000,8.84379E+17,0,1,negative
81000,8.84375E+17,0,1,negative
94000,8.84363E+17,1,0,positive
102000,8.84362E+17,0,1,negative
83000,8.84212E+17,0,1,negative
91000,8.84143E+17,1,0,positive
101000,8.84142E+17,0,0,neutral
90000,8.84034E+17,1,0,positive
76000,8.84027E+17,0,0,neutral
81000,8.84021E+17,0,1,negative
72000,8.84019E+17,1,0,positive
78000,8.84017E+17,1,0,positive
89000,8.84014E+17,0,0,neutral
76000,8.84012E+17,1,0,positive
74000,8.84008E+17,1,0,positive
80000,8.83845E+17,1,0,positive
90000,8.83761E+17,1,0,positive
84000,8.8376E+17,1,0,positive
79000,8.83753E+17,1,0,positive
90000,8.83752E+17,0,0,neutral
78000,8.83469E+17,1,0,positive
62000,8.83445E+17,0,0,neutral
124000,8.8323E+17,1,0,positive
88000,8.8323E+17,1,0,positive
109000,8.83229E+17,0,0,neutral
70000,8.83221E+17,1,0,positive
117000,8.83219E+17,1,0,positive
107000,8.83064E+17,1,0,positive
121000,8.83013E+17,0,1,negative
83000,8.82993E+17,1,0,positive
79000,8.82963E+17,0,0,neutral
70000,8.82742E+17,0,0,neutral
93000,8.8256E+17,1,0,positive
118000,8.82558E+17,0,1,negative
87000,8.82553E+17,1,0,positive
189000,8.82424E+17,0,0,neutral
149000,8.82327E+17,0,0,neutral
127000,8.82325E+17,1,0,positive
107000,8.82187E+17,0,0,neutral
105000,8.82063E+17,0,1,negative
135000,8.82061E+17,1,0,positive
104000,8.81983E+17,0,1,negative
87000,8.81979E+17,1,0,positive
56000,8.81977E+17,1,0,positive
111000,8.81875E+17,1,0,positive
120000,8.81848E+17,1,0,positive
67000,8.8184E+17,0,0,neutral
78000,8.81835E+17,1,0,positive
63000,8.8183E+17,0,0,neutral
96000,8.81697E+17,1,0,positive
124000,8.81663E+17,0,1,negative
101000,8.81604E+17,1,0,positive
551000,8.81503E+17,0,0,neutral
119000,8.81374E+17,1,0,positive
180000,8.81282E+17,1,0,positive
109000,8.81273E+17,0,0,neutral
80000,8.81272E+17,1,0,positive
117000,8.81272E+17,0,1,negative
57000,8.81266E+17,1,0,positive
46000,8.81256E+17,0,0,neutral
91000,8.8114E+17,0,1,negative
136000,8.81138E+17,1,0,positive
100000,8.81137E+17,1,0,positive
72000,8.81135E+17,0,1,negative
72000,8.81131E+17,1,0,positive
78000,8.8092E+17,1,0,positive
66000,8.80893E+17,0,1,negative
53000,8.80853E+17,0,0,neutral
75000,8.80772E+17,0,1,negative
108000,8.8074E+17,0,0,neutral
85000,8.80737E+17,0,1,negative
84000,8.80603E+17,1,0,positive
71000,8.80564E+17,1,0,positive
51000,8.80564E+17,0,0,neutral
52000,8.8056E+17,0,0,neutral
86000,8.80554E+17,1,0,positive
92000,8.80541E+17,1,0,positive
54000,8.80535E+17,0,0,neutral
27000,8.80509E+17,1,0,positive
59000,8.80489E+17,1,0,positive
69000,8.80469E+17,1,0,positive
71000,8.8041E+17,0,1,negative
75000,8.80409E+17,0,1,negative
76000,8.80402E+17,1,0,positive
76000,8.80242E+17,1,0,positive
51000,8.80192E+17,1,0,positive
46000,8.80176E+17,1,0,positive
36000,8.80173E+17,1,0,positive
69000,8.80171E+17,1,0,positive
42000,8.80159E+17,1,0,positive
49000,8.8005E+17,0,1,negative
83000,8.80018E+17,0,1,negative
77000,8.80015E+17,0,1,negative
84000,8.79829E+17,1,0,positive
72000,8.79827E+17,0,1,negative
101000,8.79683E+17,0,1,negative
110000,8.79678E+17,0,1,negative
113000,8.79649E+17,0,1,negative
101000,8.79528E+17,1,0,positive
67000,8.79526E+17,0,0,neutral
127000,8.79405E+17,1,0,positive
65000,8.79327E+17,0,1,negative
79000,8.79325E+17,0,0,neutral
69000,8.79323E+17,1,0,positive
65000,8.79321E+17,0,1,negative
84000,8.79318E+17,1,0,positive
76000,8.79316E+17,1,0,positive
97000,8.78946E+17,0,1,negative
148000,8.78725E+17,1,0,positive
79000,8.78717E+17,1,0,positive
80000,8.78716E+17,0,0,neutral
81000,8.78712E+17,0,1,negative
74000,8.78596E+17,0,0,neutral
94000,8.78413E+17,1,0,positive
45000,8.78365E+17,0,0,neutral
68000,8.78341E+17,1,0,positive
111000,8.78201E+17,1,0,positive
45000,8.78193E+17,1,0,positive
50000,8.78079E+17,1,0,positive
52000,8.78032E+17,0,0,neutral
56000,8.78028E+17,1,0,positive
51000,8.7802E+17,1,0,positive
130000,8.78014E+17,1,0,positive
47000,8.78007E+17,1,0,positive
51000,8.77933E+17,0,0,neutral
58000,8.77933E+17,0,1,negative
91000,8.77893E+17,0,1,negative
85000,8.77891E+17,0,1,negative
68000,8.77889E+17,0,1,negative
87000,8.77879E+17,0,1,negative
67000,8.77878E+17,1,0,positive
62000,8.77846E+17,1,0,positive
47000,8.77675E+17,1,0,positive
56000,8.77664E+17,0,0,neutral
107000,8.77474E+17,1,0,positive
119000,8.77373E+17,1,0,positive
75000,8.77363E+17,1,0,positive
109000,8.77356E+17,1,0,positive
84000,8.77354E+17,1,0,positive
64000,8.77351E+17,1,0,positive
43000,8.77341E+17,1,0,positive
75000,8.77234E+17,1,0,positive
58000,8.77205E+17,1,0,positive
75000,8.77104E+17,1,0,positive
64000,8.77101E+17,0,1,negative
75000,8.76964E+17,0,1,negative
66000,8.76949E+17,1,0,positive
36000,8.76921E+17,1,0,positive
40000,8.76901E+17,1,0,positive
51000,8.76901E+17,1,0,positive
37000,8.76899E+17,1,0,positive
49000,8.76899E+17,0,1,negative
51000,8.76896E+17,0,0,neutral
77000,8.76778E+17,1,0,positive
100000,8.76558E+17,1,0,positive
96000,8.76395E+17,1,0,positive
81000,8.76391E+17,1,0,positive
93000,8.76389E+17,1,0,positive
78000,8.76079E+17,0,0,neutral
96000,8.75888E+17,1,0,positive
40000,8.75844E+17,0,0,neutral
42000,8.7584E+17,0,0,neutral
66000,8.75733E+17,1,0,positive
141000,8.75701E+17,0,0,neutral
103000,8.75698E+17,1,0,positive
124000,8.7569E+17,0,1,negative
100000,8.75683E+17,0,1,negative
69000,8.75501E+17,0,0,neutral
45000,8.75469E+17,1,0,positive
140000,8.75442E+17,0,0,neutral
113000,8.75439E+17,0,0,neutral
111000,8.75321E+17,0,1,negative
130000,8.75306E+17,1,0,positive
179000,8.75166E+17,1,0,positive
132000,8.74992E+17,1,0,positive
130000,8.74972E+17,0,1,negative
78000,8.74822E+17,1,0,positive
53000,8.74768E+17,1,0,positive
62000,8.74728E+17,0,0,neutral
76000,8.74626E+17,1,0,positive
62000,8.7462E+17,1,0,positive
87000,8.74609E+17,0,1,negative
86000,8.74609E+17,0,1,negative
61000,8.74578E+17,0,1,negative
88000,8.74576E+17,0,1,negative
43000,8.74419E+17,0,0,neutral
69000,8.74373E+17,1,0,positive
64000,8.74325E+17,1,0,positive
82000,8.7431E+17,0,1,negative
42000,8.74219E+17,0,0,neutral
81000,8.74087E+17,1,0,positive
55000,8.74084E+17,1,0,positive
101000,8.73885E+17,0,0,neutral
88000,8.7388E+17,1,0,positive
81000,8.73878E+17,1,0,positive
91000,8.73878E+17,1,0,positive
73000,8.73644E+17,0,0,neutral
87000,8.73354E+17,0,0,neutral
85000,8.73312E+17,0,0,neutral
55000,8.73251E+17,1,0,positive
56000,8.73245E+17,0,0,neutral
73000,8.73183E+17,1,0,positive
79000,8.73131E+17,1,0,positive
115000,8.7312E+17,1,0,positive
83000,8.72427E+17,1,0,positive
89000,8.72419E+17,1,0,positive
95000,8.72259E+17,0,0,neutral
38000,8.72253E+17,0,0,neutral
41000,8.72243E+17,1,0,positive
92000,8.72148E+17,0,0,neutral
64000,8.72087E+17,0,0,neutral
62000,8.72085E+17,1,0,positive
98000,8.72064E+17,0,1,negative
71000,8.72062E+17,0,0,neutral
103000,8.7206E+17,0,1,negative
66000,8.72043E+17,1,0,positive
111000,8.719E+17,0,1,negative
55000,8.7184E+17,0,0,neutral
40000,8.7183E+17,1,0,positive
86000,8.71726E+17,0,1,negative
73000,8.71722E+17,0,0,neutral
82000,8.71679E+17,1,0,positive
60000,8.71677E+17,1,0,positive
65000,8.71675E+17,1,0,positive
82000,8.71674E+17,0,0,neutral
152000,8.71332E+17,1,0,positive
148000,8.71328E+17,0,1,negative
225000,8.71326E+17,0,1,negative
245000,8.71146E+17,0,0,neutral
163000,8.71144E+17,0,1,negative
48000,8.71088E+17,0,0,neutral
73000,8.70709E+17,0,0,neutral
151000,8.70445E+17,1,0,positive
86000,8.70412E+17,0,0,neutral
36000,8.70355E+17,1,0,positive
